label,text
1,"They sound very good and they are very, very comfortable"
1,"Sound is great, but a little painful on the ears with they early it fits"
1,I really like this product.
1,I love everything about them.  Nothing bad to say.
1,"I absolutely love how convenient these headphones are. I was unsure if the bass and volume would be loud enough, but everything is perfect! Thanks so much for the product!"
0,"This is my 4th set of these earbuds.  The sound and battery life are good as expected.<br /><br />Each time the content and quality seems to be slipping.  Gone are the foam inserts and the extra magnetic phone holder pieces.  I can accept this - I understand that companies need to be profitable and optimize the product content for things the customer is willing to pay but I do expect basic things like minimal build quality and some form of customer service when things don't go well. .<br /><br />I really wanted to like these earbuds but unfortunately, there is an annoying rattle coming from the right side earbud.  The rattle drowns out the music while running/jogging.  I have attempted to contact the company via their website but no response as of 2 weeks.  I'm a bit concerned they will not stand behind their product.  Just disappointing.  Buyer beware..."
1,Not perfect sound quality but works as advertised
1,I have had other earbuds that have not offered the great sound these provide. I love the fact that this is bluetooth. It was easy to pair with my IPhone and easy to use in general.
1,"Very comfortable bluetooth headphones!  Instantly paired with my phone, long battery life, and great sound.  Highly Recommend!!!"
1,Links to iphone easily. Keeps a charge well and stays in your ears even when you're being active.  What more can you ask for?
1,"I’ve been looking to buy a first pair of Bluetooth headphones and after reading Several reviews for different brands, I settled on these and I’m not disappointed. The sound is excellent and I’m very satisfied,"
1,Gave these to my 14y/o son and he loves them.<br /><br />I misplace my Bose Soundsports one day and used these and I am impressed since they are inexpensive
1,"Worked great! These have worked well from day 1. Never a problem connecting and I appreciate the message in my ear when I turn them on and I am told they are 'on' and 'connected'. With my Sony Bluetooth I have to ask Alexa what the hell time it is just to find out if the damn speaker is connected. Well done Sony. Anyway, these little suckers always work. I have to admit that I do not use any of the features with the controls on the unit (volume, and answer the phone, I think). The bottom line for me is that the buttons are too small and the juice isn't worth the squeeze. I use these in the gym, while cycling, and on my stationary bike. I recommend these, especially for the price."
1,"A little sound distortion with each step when running, but not enough to knock these solid buds down from a 5 star rating."
1,I love this ear buds! I have never been able to wear ear buds because they never stay in my ear. But these are very comfortable and the sound quality is great! Me and my husband both have a pair!!
1,Very good design very loud and just love them for the gym.
1,"Bought this headphones in total dark since no one that I know have these Senso headphones. The reviews gave me some hope and bought 2 at once.<br />Oh boy, if I just knew before... works like a charm and despite not being made for audiophiles, has a very good sound (if you stick the silicon plug in your ear).<br />Let's see how long the battery will keep charges. Will be back."
1,"I was really hoping these Senso Bluetooth Headphones would work out as they are only 1/4 the price of Beats Wireless Headphones.  The set up was a breeze and the sound was great, especially for the price.  However, the headphones are bulky and look ridiculous.  I wouldn't wear these in public, even at the gym.  Imagine wearing two separate Bluetooth ear pieces (the type used for phone calls only) and you begin to get an idea of just how big these are in your ears. If you can get past the size and look, I would highly recommend these.  Unfortunately, I can't, so I'm going back to the more expensive, but smaller/sleeker Beats Wireless Headphones."
1,I had some trouble with my headphones and decided to contact SENSO customer service.  The response was quick and helpful.  I took the suggestion to do a factory reset and my headphones now work great.  Thanks so much!
1,"These have a great sound, delivered on time, my only feedback would be that they slide around on my ears quite a bit!  So maybe I just have tiny ears, but I can't run with these on.  I have a colleague though that has the same exact headphones and says he has no problems!"
0,"Let me start by saying I've tried tons of Bluetooth headsets. Some with connecting neck cord and some with two separate ear buds. Those without connecting neck cord don't have the power needed for deep sound. They also don't work in both ears for phone calls. For those like this with neck cord, the sound is great with Long battery life and full sound. The microphone is poor in  non loud background. These are perfect for anyone needing hands free options in workout or just walking around town.  Update: the left ear has short in the cord and now the left ear cuts out. Of course this is after returning period. The above only goes if they don’t start failing after several months.<br />Update: I bought newer model and the microphone still is bad at noise cancellation"
1,"I really enjoyed these headphones.  I only use them when I'm working out.  Unfortunately, they pooped out on me about a month in.  They do not turn on anymore and wont even take a charge.  I guess I sweat too much for these sweat proof headphones."
1,"Had headphones for 5 months. Quit charging, and couldn’t get to work at all. Customer service was exceptional. Responded to my email immediately. And then mailed us a new pair right away."
1,Love the long battery life.
1,"so far, love these; great sound quality.  very similar to my beats.  they give a good variety of sizes; however, i do still have some problems with the ear pieces falling out but i took the ones off my beats and now they're a perfect fit.  my beats kept dying (battery--and then unable to charge--2x within 2 years)  not worth it!  these are just as good and 1/4 of the cost!"
1,"One of the best headphones I've ever had in terms of sound quality, durability & water resistance... The Senso team was very timely in their response to me and was quick to ship out a replacement pair of headphones, as the water damage happened inside of the 1 year warrantee (that Senso guarantees).<br /><br />Quality product, quality customer service. 5 stars on all counts"
1,I like these so much this is my second pair!!
1,"Awesome sound, price and support!!!!! I was a Beats guy all the way and I lost my set a few days ago and did not want to spend 200 bucks. I read the reviews on these and decided to try them. I am super pleased!! No more Beats for me !!!!"
1,"Just got these and tried them out at the gym today, they sound sharp and fantastic. Battery life is great and last 7-8 hours. They don't fall off when working out which was a must when I bought these. Only con so far is the mic doesn't pick up sound well when on the phone, the person on the other end has a bit of trouble hearing you."
1,The blue connection is not strong. Keeps cutting in and out when I'm right next to it.
1,"These headphones are a great buy! I found these on a recommendation from a fellow gym goer, I went online and read all the reviews so figured I didn't have much to loose for the price. I have to say that they are great! They stay in even better than my JayBirds that I just purchased (that were more expensive). They come with a lot of little extras and a great little case. Don't waste your money on the more expensive brands, take it from me. Also, for reference, I workout 5-6x wk (intensively, including HIIT cardio)."
0,Worked great for about a week then stopped charging. I tried different chargers and none of them work. It just keeps flashing from blue to red even after being plugged in for hours.
1,"These were just what I was looking for in a Bluetooth  headphone. Easy to connect, control and stay in place even in windy conditions at the beach where I jog. From my recent experience this company stands solidly behind their product because when I did have a problem the customer service rep was quick to respond with info to try to correct the problem and when that didn't work sent replacement item which I received within a couple of days."
1,"Please read, hopefully this helps you with the purchase:<br />1. They are great for the price!<br />2. The speakers have very good base response, but the treble is so/so. I'm using Pandora, and do not have the ability to adjust the tone.<br />The one thing I do not like (that other brands have) is a voice reminder to tell you how many hours are remaining on the battery before needing to recharge.<br />3. I've had them for only 1 week, and the company (Invotek) keeps asking me for a review. I would rather submit a review after using them for a good month or so to make sure they live up to what the company says.<br />Overall... I'm happy with them for the price I paid and feel like it's a good buy."
1,"I love these ear buds. They are everything they described in the description. They fit nicely in my ears and I can adjust them with ease. Although, I could not get them to pair on one of my devices,  believe it was my phone not being compatible with the ear buds but they were on my new phone. I just love them!"
0,"If I could give 0 stars I would. 3rd set of Bluetooth headphones under a hundred bucks that shut off or keep disconnecting with in 10 seconds. Total crap, don't waste your money. Chinese crap"
1,"I’ve bought much more expensive bluetooth headphones in the past... and these are on par, if not superior, to those. Great purchase."
0,I thought these were ok at first but after two months of use I am over them.  They constantly fall out of my ears and I have to adjust them every couple of minutes when I’m running.  I had a set of Powerbeats 2 that I lost and figured that I would just go cheap this time with the potential of losing another set and I wish that I would have just paid for the better quality again.
1,"I did buy them around May and they were working perfectly  with an amazing sound until just a week ago when I started having issues with the left earphone, losing the sound, it looked like a contact or something. I wrote the seller and an hour later Kimberly Pollak wrote me back with the instructions step by step how to fix the issue. Now they work like NEW!! The funny thing is that when they started giving me issues I though they were just another piece of... Well, I can say now confidently is that they are built to last and that the seller really cares to offer an AWESOME service!"
0,"This was my second pair.  The first one was great and lasted about 2 years with no issues, so when it was time for a new pair, I looked no further.<br /><br />The sound quality of the second one is very poor, especially when making phone calls.<br /><br />I just stop working and I’m not replacing it with another one of this brand."
1,"Excellent customer service. The ear hook on my first pair was slightly askew (everything else, including sound quality, was great). Notified Invotek and they provided me a new pair. Very impressive."
1,Very easy to pair
1,Have multiple pairs..work great.  One set went through the wash and still worked great:)
1,"Actually bought this second pair as a back up to my first pair..That's how much I liked them.  But for some reason, I cannot get these to work.  Very disappointed.  UPDATE:  Called the seller and fixed issue.  My user issue!  YAY!"
0,Didn't even last 30 days.
1,Exactly what you'd expect from a pair of wireless headphones.  These work perfectly!  Their customer service is exceptional.
1,These are great for running.
1,"Great headphones, I do wish the battery lasted longer though"
1,"The sound quality on these are amazing. They fit comfortably around my ears and so not feel like they will fall off. The carrying case is super handy also, as I tend to misplace my headphones. Fast shipping, ordered at 7pm and was at my front door the next day. Would recommend these headphones to all my friends, and would order a pair again."
1,"This is the best one, little issue is the holding part on ear when you wear jacket in winter, but still fits well, manufacturer have to improve cord  could stay on skin well, during conference call good for hear, sometime trouble when your turn to speak on this headset, you have to loud little but it's good, worth of money. This could save your many dollars compare other big brands, I listen music my friend bought $199 worth similar from big brand name, when he listen my SENSO, he returned it and buy SENSO.. excellent and recommended."
0,You advertised this product was water proof they are definitely not I have tried 2 set and went out nothing but static want turn on or off so upset
1,As expected.
1,My headphones arrived the same day that purchased them and thus far have been exactly what I expected.
1,"I've really enjoyed using these while running during the last few months. I'm pleased with the sound quality and ease of use, and I rather like having the wire connection between ear pieces because if I need to take them out, I just drape them over my neck until I resume my listening. They've lived up to their water proof claim, too: I was caught in a torrential downpour a little while back and my personal soundtrack continued on just fine. My small notes: 1. Even with everything snugly secure in and around each ear, they do feel slightly loose. This lets outside noise in, but for me I'm glad to be more aware of my surroundings. 2. The audio warning that the battery is low comes on maybe five minutes before the battery runs out (at least at my volume level) so occasionally they've died while I'm mid-run. So I try to charge them after three hours of use so I'm not left without my tunes later. Otherwise, I'm pleased with the battery life. It can be easy to lose track of the total usage time per charge, so it would be nice to have an earlier warning. Overall: they're a solid and budget friendly set that I'm quite happy with."
1,"Great for active work, play or exercise."
0,"Tried these out for all of 10 minutes before deciding they weren't for me. As others have said, the bass is HEAVY by default and there is no mode adjustment. The problem is that the bass causes distortion and everything sounds horrible. Since my iPhone has no way of storing different EQ settings for different devices, its not worth keeping these to have to manually change the settings each time I switch devices. And even with the EQ set to bass-reducer, they still don't sound that good.<br /><br />I will say they seemed pretty comfortable and the additional accessories are a nice bonus though."
0,Disappointed with these headphones. Bought them for my brother in law for Christmas and come to find out that the left headphone doesn't work. It plays music significantly lower than the right headphone. Sadly I had to return them.
1,Work very well and stay in place.
1,Great product. Long lasting battery. It lasts 6 to 7 hours. I use them everyday and find them really comfortable and the sound is great.
1,I have been looking for a good pair of bluetooth headphones to work out with. These are it especially for the price.
1,"bought them as a gift, and got great feedback.  Excellent buy for the price!"
1,"Excellent sound, great noise blocking!  I love the phone/earbud charging cord and dual USB charger that comes with it."
1,"Very good for the price. Only problem is that it sits loose. Overall, fantastic."
1,"I wish these had better sound quality. They are comfortable and the volume is great, but they make it sound like i'm kinda underwater. I am probably exaggerating a little, because I've been spoiled with great earphones.. but that's the truth.<br /><br />If you have no idea what audiophile/high end sound stuff is , you'll be fine, but you are definitely getting what you pay for here.<br />If the sound quality was a bit better, I would totally be on board. Not a bad product and worth trying out if you aren't picky."
1,Good
1,"Just received the Bluetooth Headphones and they are terrific! Comfortable to wear, great sound and very reasonably priced. I highly recommend them. Great product."
1,Excellent
1,Works good inside. If running outside there is a large feedback noise in the headphones. Can not use for phone call outside.
1,"For going to the gym and getting sweaty the last thing I need to do is spend $200 on a pair of pricey wireless headphones or earbuds that fall out. Senso's product is rugged, WON'T FALL OUT OF YOUR EAR, is extremely easy to pair, and delivers great sound. What's not to like about them?<br /><br />I have to amend my review. I've changed earpieces several times since they have started to pop out of my ears at the gym. I like them in every respect-but falling out of my ears while exercising is a game changer-and not in a good way."
1,"Very clear and noise protracted,<br />its very clear,  would recommend for ppl that like to have no other noises around,"
0,can't even hear when driving down the road with the volume down.
1,"There are a great product, Though if you want good bass buy other ones but they may be more expensive. The battery is really good and they don't have a voice tell you if they are low battery etc. . If you want earbuds that are good and don't<br />want to spend a lot of money buy these."
0,Not worth the money
1,Great headphones. Also great customer service
0,I wrote a review earlier about the poor battery life but I have had to go back and edit it because my headphones no longer work. I got these August 12 3017 it is now September 16 3017. These headphones lasted just barely over a month. Do not buy these
1,"I purchased these for my brother who was an unarmed security guard for an apartment complex. He loves them. Comfortable, easy to wear, easy to store. He was very excited to show them off!"
1,These ROCK!!!! Cut out all of the sounds of the annoying people at the gym.  Actually stay in your ears!! Plus super loud!!! Great purchase!
1,Overall Great product so far. To my rough estimation the battery is around 9 hrs for full volume output which is fine. Comfortable to wear as well.
1,Good sound quality and bluetooth range.
1,Good sound. Fits well around my ear.
0,Product lasted 8 months developed a small short on the battery side &quot;left&quot; to the speaker so if you move the neck wire it shuts off. Seal was fine. On the enclosure.
1,The headphones sound really good & did not hurt my ears. These would make a good gift .
1,"Really pleased with these. I used them all the time when I workout, the batteries last longer than expected. Super comfy and never fall off, which is my pet peave about earphones! really happy about them."
1,"My hope when getting these was that maybe they wouldn't totally suck. I did not have high hopes for my first set of Bluetooth headphones. I am not an optimist.<br />They're awesome. The sound quality is better than any headphones I've ever had, I think. They are comfortable and secure in my ears. They hold the charge well. I was hoping for a little freedom from my phone at the gym, but when they're completely charged, they transmit well enough for me to grab water or a tower or whatever. When the charge is slipping, you can tell because the signal weakens at closer distances, but we're still talking 10' instead of 20'.<br />They are very intuitive and easy to use for me. They connect with my Droid Maxx2 very quickly and easily. Really, I love them. I don't write a lot of reviews, but I think they're awesome."
1,Writing this review after 9 months of use. No problems until now. Good battery life and sound as well. The only thing is we can't use this while sleeping on side.
1,"I’ve had these for years but like many others they randomly disconnect and beeps. You have to turn off the earphone and turn off Bluetooth on your phone. Then you have to then on blue tooth, ear phones and pair again to get it to work. It’s really annoying. Other than that, the sound quality is good and it stays in the ear."
1,Great this far.  Only complaint and may have easy fix once I open the manual.  The volume when texting is ear shattering..  hope to resolve this and if possible update this review.
1,I like it
0,"I have to make repeated attempts to sync with my iPhone. I tried the other day before a walk, w/o success6-7 times) and finally gave up."
1,Every time I plug it up with some while it is connected to my Samsung it cuts off the CALL. So my Waze was running and Every time it said turn or and message it would cut off my call. So I disconnected my wake to call back. Then I plug the phone to charger while I walk around my around my room on a call.  It cut off. I have a Samsung 7
1,"&#34; These are very good for the price, really enjoying them!&#34;"
1,Very good and affordable headphones for a runner like me. The sound does not seem muffled and the bass is adequate
1,"Setup is a piece of cake. The packing is nice. The range of ear bud sizes should fit just about anyone.<br />The sound quality of the earbuds is pretty good, but the microphone quality leaves a lot to be desired. If you think you will be using this for a lot of calls, or something like conference calls for work, you might want to look elsewhere."
1,"compre unos auricularesen en mayo 2020  que se descompucieron y fueron remplasados, se descompusieron por segunda vez y se puso un reclamo a SENSO  para su garantia  y asta el presente despues de un ano no se me a remplasado"
1,"I Iiked these headphones, but after about a year of use one of the sides stopped working."
1,Great sound
1,"I've only used these headphones a few times but I'm already impressed! The bluetooth is so handy for exercising! No more lugging my phone around and navigating the cord (which is super annoying when lifting weights). The sound quality is amazing; loud, clear, and crisp audio.  And best of all... the ear buds stay put! I use these while running and they don't budge.  Customer service is also fantastic.  I received a message directly from the seller notifying me they had shipped and was contacted again after they were delivered to make sure I was happy with the purchase.  Cannot say enough good things about this purchase.  Would highly recommend!"
1,So far so good. Had them on a run and they stayed in place. Did a leg routine in the gym and they stayed in place. The sound was pure. The controls are easy to find and operate. It's nice not having to tuck wires. They were comfortable and I didn't feel any sweet spots develop.
1,"My wife bought me a pair of the SENSO ActiveBuds for my birthday from Invotek. They actually sound pretty good. Had to work to find the best tip and settled on the foam. I was impressed. For working out, these worked remarkably well. I did however have a small issue with the ear loops and the vendor, Invotek, was very receptive and immediately addressed the issue. Not only would I recommend these buds, but I'd also recommend Invotek as well."
0,😋... Well after only just one month my earpiece is not up to par as it being of sports ear speaker. Now every time that I jump around exercise workout it completely shuts off 😮😮😮 yes I am not satisfied!
1,"Aug 2019 Aupdate - - - -<br />I bought another pair just because the value is hard to beat and I have to say these new ones work really well. The connection is great. Call quality brand new is very good, I am sure they will fail after a year of use like my first 2 pairs, but I think for the price you get the value you paid for.<br /><br />I use these to run several days a week, charging almost daily, and they work well.<br /><br />--------------<br />Its my second time buying these headphones. My first pair had really good range. i could be over 100 ft away from my phone with no issues. These ones barely go 30feet which forces me to stay close to my phone at the gym.<br /><br />Update: 1 year on, the headphones are no longer staying connected to bluetooth, they disconnect quite a bit. They get dislodged from the earlobe pretty easily while running, which is very annoying. This happens even more often if you sweat"
1,Great
1,"I wanted to love these...but I just couldn't.<br />First, the good:<br />* great battery life and fast recharge time<br />* nice look and physical feel<br />* decent design<br />* pretty good sound - except when they slip out of place (see below)<br />* the company seems great; they even sent a follow-up email after purchase<br />* nice accessories included<br />Now, the key flaws:<br />* The ear hooks are very soft. In theory, this is good. In practice, this means it's very easy for everything to move around. The ear buds slip out of the ear opening just enough to be annoying. They won't fall out of the ear or off your head, but when they slip out a little bit, the sound quality drops big time (especially the loss in bass tones). This happens even with the right sized ear tips.<br />* The ear hooks would seem to be more comfortable than a more rigid option, but the opposite is true. I think maybe because they are so soft, it puts more of the work on the earpiece and is therefore less comfortable (and that might also be why it slips out more). See note below on a comparable option.<br />* The multi-function button on the side of the right earpiece is a horrible idea. It makes sense in theory, but again fails in practice. Every time you go to re-insert the earphone (see first flaw listed), you run the risk of accidentally pushing the button. It doesn't happen every time, but enough to be annoying.<br />Because of these major flaws, I'm not keeping them.<br />A few very minor annoyances:<br />* the extra USB charging cable included with the car charges is a nice thought, but it's only going to work with Apple devices<br />* the extra accessories are a nice touch, but if they are adding to the price, I'd rather save a few bucks and not have them; it's highly unlikely I'd actually use the carrying case, I already have a car charger, and the extra cable, as mentioned, is worthless to someone who doesn't use Apple stuff<br />I tried these [ [[ASIN:B01BV2BPVS TaoTronics Bluetooth Headphones Wireless In Ear Earbuds Sports Sweatproof Earphones with Built in Mic (Cordless 4.1, Secure Ear Hooks Design, 7 Hours Play Time)]] ] at the same time and found them to be better because they don't slip out of the ear (the ear hook is a bit more rigid, yet still somewhat flexible and far more comfortable). The sound quality on them is just as good if not better, and they stack up in every other way to be as good or better than the SENSO.<br />There is one flaw in the ear-hook design, as a category, though: if you wear glasses or sunglasses, they get in the way, caught up, and annoying. With the SENSOs, this makes them even more prone to not staying in the ear opening where you want them.<br />I really wanted to love these, but I just can't. With a few improvements, they could be great."
1,Bought so my spouse to wear when he works out and on the train to and from work. They work and sound good and he likes how small they are so he can easily tuck them away or just let hang from his neck when not in use
1,Super high quality sound and for under $30. If you need wireless headphones look no further. Set up was breeze as well.
1,These head phones are awesome  I just worked a 12 hour day and I plugged them in on my 30 mins lunch and they lasted all day at work and also I've never had a pair the connect to my phone as son as I turn them on and the show is awesome best 20 dollar head phones ever ... I'm a mig welder and these work great for me and dont have to turn them all the way up to have good sound ether and the pieces that are behide the ear doesn't bother with my safely glasses km and my hood ... now it's just to see how long they last in my line of work
1,Great headphones.  Charged quickly and lasted a full eight hour listening period.  Great fit and value for the price.
1,"I bought these just for personal, listening to music use.  The sound quality is great and they are comfortable."
0,"3.31.17  Okay, I've had these for a couple of months now and I am done with them.  It's so frustrating to be at the beginning of a work out when you get a low battery alert that means it will be shutting off completely within 5 minutes.  I had to start carrying an extra pair of headphones with me.  I've decided to throw these away and find another pair.<br /><br />These are very comfortable to wear.  There isn't a handy way to know what your battery level is at.  Mine gave an audio cue that the battery was low 2 minutes before it died.  Not really helpful if you're heading out on a run and it dies just after you start."
1,Like the way they fit and feel. Not sure of sound quality yet. Bass seems to be lacking a bit. Very nice otherwise. I would recommend especially for the great price. Worth every penny.
1,Love it. Good quality sound. Easy to wear during long run
1,Fit great. Sound is also on point. Most comfortable with silicone ear grip able to shape around ear perfectly.
1,These headphones sound amazing.  I love them. They charge fast and I own two pairs.
1,exactly what you want from bluetooth headphones meant for exercise!
1,I bought these two years ago. I don’t have even a single complaint about it so far. Last summer I gifted these to 8 of my family members and friends and they loved it. Best product for good price. About to buy one more for a friend.
1,"For the price you can’t beat these.  I listen to news , podcasts and audio books for the most part, so they are awesome! Could stand to have longer battery life like all of these."
1,These work great....IF you’re within just a foot or two of the transmitter. Connect to AppleTV 12 feet away and it drops.
1,"Wanted to get a handsfree solution to listen to music in the gym. I saw these based off the previous reviews, thought i'd give them a shot. Was definitely not disappointed. Very comfortable, connected to my galaxy s7 seamlessly, and came with a handful of accessories. Great buy!"
1,Very good sound.  Great product for the price.
0,There is background static noise when paired
0,Used it once and returning the next day... Audio was OK but the headphones did not stay on while running. I had to adjust them several times while running .The clip that goes around the ear is flexible and doesn't stay on.  I would not recommend this set.
1,"I have had these headphones for a week now and they have exceeded my expectations.  I have a Lenovo business laptop running Windows 7, a 5 year old HP laptop running Windows 10, and a 4 year old Android phone running Android 4.4.2.  These headphones had no problem connecting to any of these old devices, and they sound better than any ear-bud headphones I've ever owned, including wired headphones.  I was also surprised they do block some external noise.  I don't remember reading anything saying they would, but they do.  I wear them for about five hours a day while working on my computer and they are very comfortable.  The battery lasts a little over a day, so between 6 and 8 hours of continuous use.  Not too bad for such a small package.  I recommend these to anyone looking for a good sounding pair of ear buds."
0,"Within one year of receiving my headphones, the battery will not charged. I sent three messages to the seller and I only received one response back. Their response is to reset and disconnected my device. After I reset and disconnected my device, the headphones still will not charge."
1,I love them! I could set my phone down upstairs and walk down stairs with the headphones on and still listen to my music. I love jogging with them too.
1,"It came on time and as advertised. Good sound for the price, works well with all my blue tooth stuff, and getting different size tips helps."
1,"Update 2018-04-30: Received a replacement about 12 days after my last update when I brought the problem to the attention of the manufacturer. They were very understanding and easy to work with. They asked for an explanation, we worked through some steps to attempt to address the issue on my side with no luck. They then issued a replacement that took about 10 days from our last communication to show up. The best part is that my first set must have been worse than expected because the new set is not overwhelming on the bass side of the spectrum and is functioning as expected with a good battery duration and great sound. I'm much happier with this set and would recommend them to anyone.<br /><br />Update 2018-03-27: The battery died. These no longer function. They don't take a charge and don't turn on. The multi-function button to turn them on is easily pressed when they're stored in their case and they've been turned on unexpectedly too. I wouldn't recommend these headphones. I'm going to contact the manufacturer to replace them since they're in the 12-month warranty period and update this review with the details.<br /><br />These are great headphones. The silicon earbuds kept falling out and I would have rated them one star if they were the only earbuds with the product but they have foam earbuds as well and they fit perfectly.<br /><br />I would have given them a 5-star rating but the sound has overwhelming bass that requires that I go into the settings of my phone and bring down the entire left side of the equalizer from 1 kHz band. I have other Bluetooth speakers that connect to my phone and they all produce the same high sound quality that I can keep my &#34;V&#34; equalizer pattern with and enjoy my music. These headphones require the reduction of bass. They do have crisp clear treble but it's difficult to hear it because of the bass level."
0,"Thus headphone had great sound with great quality... but this device don't last long I bought this around Christmas time and the battery just died on me and not coming back on. The whole thing is charged and there's no damage to the headphone  whatsoever it just stop coming on, recommend powerbeats or another version of this just a little more money to spend so spend 25 bucks on this...do not buy this device people"
1,"Overall the headphones are good sound quality is good good sound when talking on the phone, wind reduction is good. There light easy to recharge and they recharge fast. When you turn on the headset it tells you that it's on and it's connected but does not tell you how high the battery level is, so you don't know when to recharge it."
1,so far I really like them
1,These earbuds are great! I have small ears and usually cannot wear any earbuds for more than 30 minutes without them hurting my ears. I can comfortably wear these SENSO earbuds for hours without my ears hurting. They are also great for working out because no cords get in my way. And very easy and clear to have phone conversations. Great buy!
1,Packaging looked great. Earbuds sounds even better. Very happy customer
1,"Amazing headphones!  Seals great to my ears, can't hear anything but great music.  Easy pairing,  multiple charging options,  just a great product for a great price.  And they got here in 2 days!"
1,There are great for running!  Also are coming down in price since the last pair I ordered!
1,"I ordered these for my wife and after “testing” them for her I think we need another pair. Sound quality is good, I thought bass response was also good.  Bluetooth range covered the whole floor of our house, not a big house but still good coverage.  Impressive value."
0,"First, the good news. These headphones sound nice and I am particularly appreciative of the different size ear buds that come with the headphones.<br /><br />Now the bad news. The Bluetooth connection is quite poor, they stopped working entirely after only two months of use. And even before they died completely I noticed that the music would blotch out if I just turned my head away from my phone. Also, I didn't like the shape of these headphones; it caused the wind to catch them and make the music inaudible except at very high volumes. This same thing hasn't happened with my new pair which has a more sleek design that doesn't catch the wind."
1,I was pleasantly suprised by the sound quality of these. clear bluetooth and easy controls. charge with micro usb (included). comes with a variety of earbud sizes and a pair of soft molding rubber tips.
0,Bought them because of all the good reviews but they're fake! My pair don't even work received them faulty I guess.  very disappointed.
1,Excellent performance and back up service by company.
1,Great product at awesome price. Fast and amazing customer service. Would highly recommend to anyone looking for headphones.
0,They won't work one ear phone won't work no sound junk
1,"great product for the price, and great customer service too!"
1,Wow!! I am really amazed at the quality and sound of these headphones!  They are 10x better than my Sony Bluetooth! Money well spent! Two thumbs up!!!
0,"I've had these headphones for about 11 months now, and while for the most part they have been excellent (some connection issues, and some times where the audio cut out for a second or two), I began to have issues with the headphones turning themselves off after 20 seconds.  I reached out to customer service who instructed me to do their calibration reset, but that didn't fix the problem.  They then asked for my order number (I assume to replace them since they are still under warranty), and after that I haven't heard one word from them despite the fact that I followed up with them 3 times.  The headphones are fine for the price, but don't expect them to last and don't expect the company to stand by the 1 year warranty.  I just ordered from another company that I hope will have more reliable and honest customer service though I assume I'll hear back from Senso once my warranty expires."
1,excellent sound .good fit
1,"This was a gift to my husband so that I don’t have to hear the sound form his tablet, laptop etc I’m happy"
1,very happy they work great easy to use would buy somemore
1,"These headphones are great!! The battery lasts really long and they are super comfortable. I've use them for half marathon training and never had an issue during any of my long runs. They don't drain my phone's battery either. I was hesitant to get over-the-ear headphones, but they are flexible and soft and stay put and my ears got used to them after the first use.<br /><br />The sound and bass quality is perfect, they really create that sense of being immersed in the music/sound. They are perfect for running. I once forgot to charge them before a distance run (my fault, not the headphone's fault) and my old backup pair of wired headphones didn't even compare! They also connect easily to my computer, which allows me to watch Netflix and I multitask doing chores or crafts. They have a wide range too. I'll charge my phone in the living room and am able to continue listening as I work around the house. It's only until I leave the house and go to the far end of the garage that they disconnect, but they come back immediately when I'm back inside.<br /><br />These pair immediately and overall very easy to use. The controls are great and it's easy to skip around through my playlist and control the volume while running. I like the freedom of the wireless bluetooth controls and appreciate not having to pull my phone out in the middle of a run. I've taken phone calls on them without any issues and they automatically pause the music, tell me what number is calling, and restart the music once the call ends.<br /><br />Other things to note: they're lightweight and hang around your neck when not in use and I like that they came with a little case for safe keeping. I think they look pretty cool too, similar to some name brand over the ear earbuds.<br /><br />Also, Senso/Invotek have FANTASTIC customer service and really stand by their warranty. I definitely recommend both the headphones and the company. I can't wait to run my upcoming half marathon with these keeping me motivated!"
1,Buy two! these are the great.....and what a kit! everything is included......you need nothing....pairs fast and great sound.  AS good as Beats!
1,"Extremely comfortable. I don't even know they're on after a while and they don't come out regardless if you're running, jumping or trying to shake them loose. The sound is also great. Wasn't expecting this much base from these little buds. The volume control is conveniant and easy to push as well as skipping songs and answering calls and such. Can't say about battery life yet cause I charge mine everyday, but they've held out. No complaints really. Definitely worth the money. Don't hesitate cause they're a small company, these are solid."
0,"Bought these after my 2nd set of Phaiser headphones died. Out of the box, they worked great. I plugged them in to charge when I received them for 2 hours like the instructions said, and they worked just fine. The sound is awesome, but I wish there was a way to check the battery level (my phaisers had the option to do a quick 2 press on the main button and it would tell you the battery level).<br /><br />After 4 days of use, I got the &#34;Battery low&#34; message. I took them home, plugged them in for 2 hours, and noticed that the LED didn't light up. Oh well, whatever. Took them to the gym the next day, worked out for 20 min, and got the &#34;Battery low&#34; message again&#34;. Thought maybe it was user error, so I took them home and charged them again for 30 min, didn't see the LED light up, figured maybe it was just me, charged them for another hour. Today, they died after 10 minutes of use. Returning them, I had such high hopes for them based on sound quality, but yet again they were a letdown."
1,Great headphones for the price. I was surprised by the sound quality.
1,I'm satisfied with the stuff.
0,"The sound quality was great, the battery life even better but the 1 downside for me is that it couldn’t stay in my ear while doing a bench press. I tried all the ear pieces but nun could fit tight enough."
1,"I LOVE THEM! Best sound I've ever heard and what a value for the price! Very pleased. Recieved fast! Dave in Tyler, Tx"
1,They are great
1,"Bought 2 for my son.  He loves them.  I like the price.  I bought them because the audio jack stopped working in his phone.  He is a runner.<br /><br />Note after 3 months one of the bud speakers failed, don't know if it was wire damage.  My son is college kid who shoves everything in his pocket."
1,Very happy...great value product.
1,"They work good, also the sound is loud and crisp. The battery life is decent. The only problem so far is that the ear buds tend to fall out of my ear while im doing quick movements."
