text,asin
Great sound quality for the price,B01G8JO5F2
"They don’t hold in my ears well, but I have that problem with all headphones. They do come with multiple sized plugs",B01G8JO5F2
They were great headphones very good with sound base and noise canceling,B01G8JO5F2
Needed something more practical to workout with since having an arm band and traditional headphones was more or less annoying. Read some reviews on these and was sold. It’s just too bad that they were just as annoying as my normal headphones. During one of my runs every 10 seconds it would cut out my music and say connected. I trashed them directly afterwards. Don’t waste your money like I did.,B01G8JO5F2
"Great product for the price. Wear them for biking and running. Sound was better than other running headphones I had tried at $100+. The battery died after 7 months, however their customer service was awesome and shipped a replacement pair promptly.",B01G8JO5F2
Fast delivery. Great product,B01G8JO5F2
"The earphone came with a lot of accessories; silicone ear tips for all size and a comfortable foam tip. Good sound quality for its price range. Good and fast connection with my iPhone and battery lasted pretty long.  Only thing I didn’t like is the plastic behind the ear tips are a bit hard and could be uncomfortable.  Overall, great product for its price and would recommend it to anyone that need an affordable earphone.",B01G8JO5F2
"I was looking for some headphones because I am a big fan of bass. I liked these headphones because they produce very good bass. Sound quality is fair, and noice cancellation is good as well. I didn't face any challenge connecting to bluetooth with Andriod, and iOS devices. The setup is very easy. The only negative about these headphones was that they stopped working after 3 months, but I got a replacement for free so that was good.",B01G8JO5F2
Nice,B01G8JO5F2
"...these are 5-star headphones. I did have to return one pair, but they refunded me completely in addition to giving me a discount code. For the price tag, I'm not sure you can beat these.",B01G8JO5F2
"Use them for working out and phone conversations. They have disconnected a couple of times, but then reconnected. Also a couple of times connection was poor and breaking up.",B01G8JO5F2
Long battery  ✌🏽♥️,B01G8JO5F2
"I purchased these earbuds a few months ago because I need a new pair of running earbuds. These were the first Bluetooth earbuds I have ever bought and I spent a great deal of time evaluating other products before choosing these ones. However, I must say that I was extremely disappointed with them. The sound quality is good, but there is way too much base in my opinion. In addition to this, the claim that these earbuds have ""noise cancellation"" abilities is completely false. I can have these earbuds in and still hear others around me. This may be attributed to the fact that they are way too big. The only support for these earbuds is a thing that hooks onto your ear, but the hook only comes in one size and is way too big. Because of this, there have been times when I've been running, and they just fall off. One of the only redeeming qualities is that the battery life is excellent. I can use these earbuds for hours without charging them. All in all, you can probably get a better pair of wireless earbuds for the price.",B01G8JO5F2
"I’ve had three pairs. All three stopped charging at various times. I’ve only ever used the chords sent by Senso, and did not use quick chargers ok the last two pairs I owned. Do not buy these headphones. Waste of money. Sadly, everything else about them are great.",B01G8JO5F2
I have ordered two senso Bluetooth headphones two my family members .. out of two one is not working as expected right ear was completely not auditable I have raised a concern about this but no response .. product I liked it . But only concern is one headphone is not working ..,B01G8JO5F2
Not quite sure but barely after 6 weeks the headphones are no longer charging!,B01G8JO5F2
"There is a little bit of a learning curve trying to use this product. I wear glasses, so it took some trying to get it to fit properly and the attached cord seemed to get in the way a lot.<br />Once I got it to fit and learned the controls, the sound quality is awesome. The earbuds blocked out all the outside noise and I was able to enjoy my music without interruption.<br />It has been 4 days of constant use and the battery is still going.  Battery life is great.",B01G8JO5F2
I have get the best sound quality at a low price,B01G8JO5F2
"The section that goes behind your ear is moldable, which you think would help but it's so flimsy that it doesn't hold in place. They fall out of my ears when I run. Not happy at all. And the sound isn't that good either. I should've bought my Jabras again.",B01G8JO5F2
Not what I expected. Probably a bad order. Would buy again and hope for a better product.,B01G8JO5F2
"For the cost, these are hard to beat! good sound, easy to charge and convent carrying case is provided.",B01G8JO5F2
Good value for the peice,B01G8JO5F2
"After about 6 months of using the product on and off while running, the ear Senso buds would simply turn off on it's own. I contacted Senso, and they asked me to try resetting. That worked, but the ear buds still shutdown while I was running. I am a fairly patient person, so I kept resetting my ear buds, until I finally got tired of it and contacted Senso again (after the 1 year warranty period was over) to request for a replacement. Senso admitted that sometimes they have defective products that allow moisture to enter the electronics, causing performance problems, but they would not replace the ear buds because the warranty period was over. They knew I contacted them after about 6 months of use for the exact same problem. So here's my suggestion to you. NEVER try to be nice to Senso by trying out their suggestions to fix problems. ALWAYS request for a replacement the first time you experience a problem with the ear buds.",B01G8JO5F2
Bought these as a gift for a person who enjoys running.  She loves them!  I have since bought other pairs for gifts.,B01G8JO5F2
"The instruction guide is a little hard to follow. not a big problem, but it's a little confusing",B01G8JO5F2
Bluetooth not very good.,B01G8JO5F2
"Great with music or using to connect the phone in the car, comfy fit too.",B01G8JO5F2
Good stuff Works great happy the way it works,B01G8JO5F2
Sound quality is good and they feel real good on my ears even for prolonged periods of use. Using them for gaming on my iPad and there’s no delay which I appreciate,B01G8JO5F2
"Amazing bass. Almost to much. Almost. These things thump.<br />These are comfortable, the controls are easy to get used to, the battery lasts a long time and they sound great.",B01G8JO5F2
I am very satisfied with my wireless headphones. They were easy to use. They're light and the earpiece is flexible so it molds to my ear shape.,B01G8JO5F2
"I’ve had these for several days now. I’ve used them for about 5 hours so far and have not had to charge. Sound is actually better than I expected, even with the good reviews on them. They are LOUD. Which I like. Great bass, decent treble and mid sound. You really can’t go wrong for $30. In fact you wouldn’t go wrong with these for more than double the price.",B01G8JO5F2
The volume is horrible  You can not turn up the volume to any reasonable level to hear. It does not go ups whisper no matter how you adjust your phone or the head phones.,B01G8JO5F2
Works great with kindle paper white. Easy to us and comfort fit. Quickly charged.,B01G8JO5F2
Great earbuds for the price point. Forgot they were in my jeans and washed them and they still work.  Earbud I.D. tip size is 3.8 .,B01G8JO5F2
My wife loves these. Great 👍 job guys.,B01G8JO5F2
These headphones sound amazing.  I love them. They charge fast and I own two pairs.,B01G8JO5F2
"Great headphones that I use when I workout, while at work, or when going for a walk. Hold a charge for a really long time and has good sound quality. Would definitely recommend.<br /><br />Update: Less than a year later, after raving about these to several people they just stopped working. The power button no longer presses in. Now on the hunt for a new pair of inexpensive quality wireless headphones. I'm so upset these don't work anymore!!",B01G8JO5F2
"I have these a short time, a couple months, and they suddenly have gone dead. The pair before this I had four a few years before problems. I like the fit and sound so I am ordering again.",B01G8JO5F2
These are great for working out and running.  I even bought my wife a pair to use.  Her pair stopped charging after almost a year's worth of use but Senso sent a replacement pair at no cost.,B01G8JO5F2
They work great and are about the only wireless that seem to stay in my ears while working out and getting sweaty!,B01G8JO5F2
Broken within a month. The charger port is sunken in and no longer accepts the charger. I want a refund! Don't buy these,B01G8JO5F2
Wicked painful on the inner ear and alot bulkier than what good gym headphones are suppoed to be. I’d recommend saving up and upgrading to the jbl reflect mini bluetooth headphones for 60 bucks. Theyll outlast their year-long warranty and you’ll actually want to wear them to the gym.,B01G8JO5F2
Pleasantly surprised with these Bluetooth headphones.  I use them when doing housework and the sound is surprisingly good for both music and podcasts.  Agree with other reviewer that said red memory foam ear pieces are great!,B01G8JO5F2
I’ve had these for about six weeks and they’ve already stopped working. Would have given it one star except that I really liked them. Used then with my Peloton. Too bad they are not better made.,B01G8JO5F2
Low in treble,B01G8JO5F2
Good sound but two songs in and they busted not worth it prime garbage,B01G8JO5F2
Ok,B01G8JO5F2
not the best quiality sound ... you do get what you pay for. the bass that comes from the headset sounds pretty bad like if the speaker was popped the ear pieces that go around your ear to hold the earpiece in place move and are very flexible when i try to place the right earpiece in i always pause the music or turn the volume up or. down due to the fact that the control is located there wouldn’t recommend them if you’re an active person and enjoy quality sounds,B01G8JO5F2
I have ordered them before last a long time,B01G8JO5F2
Excelente,B01G8JO5F2
"Great Tech support - provided instruction for making outgoing calls from bluetooth (just hold down both volume control buttons)<br />Great sound and volume control. Comfy ear piece that have flexible holders to confirm to your comfort.  Noise cancellation apparently isn't good according to the people I talk with.  Overall, I like it",B01G8JO5F2
"Overall, these are good earbuds. They sound fine, they paired without issue, and battery life is good (I can get pretty much a full day of use on a single charge). I only have one complaint: They are LOUD, even at the lowest volume. It may not be an issue for everyone, but for me it makes them unusable/uncomfortable to use for much more than YouTube.",B01G8JO5F2
Bought a pair for myself and one for my wife. Great for audio books and music alike. Highly recommended.,B01G8JO5F2
"OK, so I've had these for quite some time, so I feel almost qualified to write a review on them. Below you'll find all the skinny on these cheap but potent beauts and hopefully it'll help you make a decision. I'm going to go down the list as it's shown on the product page so it'll be easy to follow.<br /><br />First things first, do these do what they say? Absolutely! They're BT headphones with a mic and multifunction button on the powered side and they all work great, well almost.<br /><br />True High Fidelity Sound? Well, that depends on what you're listening to. I've found the lows sound pretty good for this type of unit, but they're inherently limited just because of the size and type of speaker used. However, I'm very happy with the base these produce. The mids are also very good, all things considered. Some artists sound better than others, of course. But generally they're clear and concise. The highs, well that's another story. Again, depending on the music you're listening to and how you have them adjusted, they can sound tinny with some music. Mostly rock and pop. However I don't listen to most auto-tuned music of today's artists so I can't speak to that, but I do listen to a wide range of music and overall am pleased. Watching a movie with them is enjoyable because of the noise reduction tech they have. Outside noise has yet to be a problem while listening to anything.<br /><br />Are they comfortable and secure on a sweaty head? Yep. They're equipped with the hooks that really do grab and hold on to your ear. I've mowed, walked and even did home improvements while these were on my head and they never became a problem. Over time they may slip out of my ear canal a bit, allowing outside noise in, but a light press and they're back and sealed. Now, after watching a long movie my ears may become sensitive but that's after a couple hours. Plus, they come with a few sizes and types of ear plugs so you'll likely find a set that works for you.<br /><br />The battery life has been remarkable, thus far. I've let them sit for a few days, come back and they're working just fine. It doesn't hurt that they charge pretty quickly, too. So even if they're dead it'll be no time on the charger and you're back in business. So in that regard, they perform as expected if not a touch beyond.<br /><br />On to the BT technology. I have not researched the various level of tech BT has these days. I can only assume the larger the number, in this case BT v4.1 with 6.0 and all that jazz, means it's going to perform better. In this case, I think not. My only complaint thus far is the quality when outdoors or beyond one room in my house. When outdoors the phone must be within about 12-24&#34; of the BT headphones or it'll beep repeatedly, indicating<br />there's a weak connection. A weak or lost connection will cause the music to stutter, for lack of better words. It's not skipping, it's actually stuttering for a good 30 seconds before it makes a full reconnection. This is consistent no matter what I'm listening to. The strange part is that if it's windy it's worse. Go figure. I called support and they were very supportive. They directed me on how to reset the unit, which we did and then it returned to what it was doing but the call was over and I never called back. I just try to work with them because it's been too long to do a return.<br /><br />This leads me to warranty. I can't speak of it, although I don't doubt they'd support a claim with a smile. Who knows, maybe I'll file a claim, but I'm guessing I'll just get another unit with the same problems so in the end I'm not sure it'd be worth it.<br /><br />I have seen these under a different brand name and they were a little cheaper. It wasn't on this site and I'm not even sure where it was. A friend seen these and asked me if I bought them here and took me to the site where the others were. It's been too long to recall, but I'm happy with the price I paid and can still recommend them.<br /><br />So in the end, these are of higher quality than any other headphones of their type, especially for the money. They truly live up to the hype put out there by Senso and you can believe what people say in their reviews. I gave them 3 stars because the BT isn't up to my level of expectations. The connection problem is the same I've had with BT when they first arrived on the scene and I expected them to be solved, but aren't. I'm not crazy about BT headphones but these will make a skeptic think twice.<br /><br />UPDATE: August 22, 2017<br /><br />The day after I posted the review above, my volume button on these beauties broke by collapsing inside the unit. It was on the volume up button, but before I realized what happened I had pressed the volume down button until the unit went to mute so they were useless to me afterward. I made the dreaded claim I mentioned may happen, but things went a lot smoother than I thought.<br /><br />I wrote via Amazon here so the claim was far easier than ever imagined. I wrote what had happened and added that the connection gets lost when outdoors and I have to keep the phone too close to the unit to make them usable. Well, as they stated the new set did not have that problem.<br /><br />First, let me say I wrote on a Sunday since I had some extra time. Oddly enough they responded that same day and, with proof through photos of the damaged part and the new set was off and in my hands by Wednesday. That's 3 days! Impressive I must admit. Plus, other than providing a photo and confirming my shipping address, both very reasonable, there was nothing I had to personally come up with. No returning of the old unit and it's accessories either. To me that's fantastic and makes this purchase even more worth its asking price.<br /><br />One last thing I forgot earlier and that is how does the mic work. Well, I don't make a lot of calls and use these more for music and movies. However, I did use them on a couple of occasions and they seemed to work fine. The caller confirmed they sounded great so that's what I'm going with. More later if, indeed, there's more later. :)<br /><br />UPDATE October 29, 2017<br /><br />I should say again that Senso was on the ball with my warranty claim and I can't complain one bit about them. They're willing to talk to you and more than willing to replace the unit if it appears to be shot, like mine were.<br /><br />When I first got them it seemed that the problems I reported earlier were no longer an issue and could have been an anomaly. Unfortunately, after a while they returned to the same old problems the first unit had. In their defense, I've never had a BT headset that worked so why should this one?<br /><br />To recap the problems, they lose connection when outside, regardless of where your phone is in relation to the headset. I literally was squatted on the ground with the headset about 15 inches from the phone trying to enjoy music and every time I turned my head it'd start to lose connection. It wasn't terribly windy so I don't know. When you have lost connection, for whatever reason, and reconnect the music doesn't play smoothly. It skips like I said before. I have to pause it and wait a minute for it to catch up and then restart the music. This is annoying as hell when your hands are dirty from working.<br /><br />They still sound very good for what they are and the battery lasts for several hours. However with all the other problems they have I can't give more than 2 stars because if you're outside all day like I am, these units will keep you frustrated and you won't enjoy your music.",B01G8JO5F2
Great headphones for jogging.,B01G8JO5F2
This is the first wireless earphones that actually stay in my ears while I'm running on the treadmill.  I don't have to fidget with the earphones or stop and make adjustments while running for 30 minutes.  I can stay focused and listen to music or podcasts. The behind the ear piece is super flexible.  Totally happy.,B01G8JO5F2
Good one. Gifted my dad. It made him happy.,B01G8JO5F2
"Pleased with these. Sound quality is good,The case is nice.Very professional seller,thanks.",B01G8JO5F2
It easily beat dr beats 350$ headphones!<br /><br />First 4 hour use expression!!<br />Will update next week if anything noticeable changes happen,B01G8JO5F2
"Worked for two years, then died. It's take it for $20.",B01G8JO5F2
They've been great. Stay in place and work exactly how they should. Love it.,B01G8JO5F2
Loved all the bonuses that came with the earbuds. Nice packaging. Really good for the price.,B01G8JO5F2
The headphones shut down about a week after I purchased them. Wouldn’t turn on or charge.,B01G8JO5F2
"I'm pleased with these headphone, especially for the price, just wish the battery lasted longer.",B01G8JO5F2
"I purchased these to replace lost headphones...found my lost ones and didn't use these till I lost my old ones again. Wish I hadn't waited so long to try these out only to discover that they don't work. They connected to my phone and worked maybe 3 or 4 times tops. They are fully charged, and volume is up... but they do not work.",B01G8JO5F2
Broke within 2 months and haven’t heard back from customer service regarding replacing it considering it’s STILL under warranty,B01G8JO5F2
Mic stopped working in couple of months. Sound quality is good though.,B01G8JO5F2
"Used this mainly as my running / gym pair of headphones.  They work really well for staying in your ear, drowning out background noise, and decent voice quality.  My complaint though is they only lasted 4 months before it started getting loose wire connections at the base of the headphone (where it connects to the other earphone)... now the sound basically jumps around and is unusable :(.  Really liked the pair but they should have lasted way longer; I am not rough on my products.",B01G8JO5F2
Gracias,B01G8JO5F2
Hundred percent am satisfied with the quality.,B01G8JO5F2
"Purchased these headphones a month ago and was pretty happy with them.  I purchased them to use with my peloton, they connected easily and the sound was pretty good.  They weren't very comfortable but I was getting used to them.  Last week I plugged them in to charge and when I came back to use them there was no power indicator light and they would not turn back on.  Seems as if they just died while charging.  I called Senso support and they just told me to return them.  Pretty disappointing, probably won't be buying another pair.",B01G8JO5F2
"I have now had these for 2.5 years, and last night I accidentally ran them through the washer and dryer, and this morning they still worked perfectly! The connectivity is not always perfect when I go on runs with them, but the battery life is great - I can usually exercise about 5-7 times between charges. I’m not much of a sound-quality snob, so I can’t say much for that, but they are good enough for someone like me who just wants music during exercise. I would absolutely buy them again.",B01G8JO5F2
Finally able to listen to music while I am commuting on public transportation.  Connection to my iPhone is consistent and of reasonable quality.  Good deal for &lt; $20.  Wish I could adjust the volume more finely.,B01G8JO5F2
Awesome,B01G8JO5F2
My earbuds stopped working after 3 months for no known reason and the company replaced them as per one year warranty. Very happy with the customer service I received.,B01G8JO5F2
Great quality and great sound,B01G8JO5F2
Loved the extra accessories.  Nice carrying case.,B01G8JO5F2
"I have had these for 3 yrs.  They sound and work great. They charge up within a couple, plus they hold their charge for days depending on use.  So glad I got these.",B01G8JO5F2
"I lost my headphones unfortunately. I used to use it at gym. In office, if I put sound at (what's equivalent to) 7 - everyone around me would hear the noise. It is light, battery stays long and it looks good.",B01G8JO5F2
"I used this product for about 2 months before they stopped powering on. I contacted customer service to report the malfunction, and received a prompt reply from a rep named Amelia. That is the last time I heard from her (or anyone else). I emailed Amelia telling her the troubleshooting steps she sent me did not solve the issue (performing a factory reset), and haven't heard back since. I've tried to contact her 3 times since then.<br /><br />Also, when I was performing said troubleshooting steps, the wire connecting the two earbuds snapped in half. With the plethora of options out there today for budget bluetooth headphones, stay away from Senso. In my experience, they're the worst quality of the half-dozen or so pairs that I've owned over the years. I'd expect to be ghosted while using a dating app, but definitely not while trying to resolve a customer service inquiry.",B01G8JO5F2
These sound pretty good.  I have owned these headphones for almost 4 years and they have gotten some use. I recently washed them in my HE front loader and they survived! And they still hold a decent charge! I am super impressed and give them my highest recommendation.,B01G8JO5F2
"I was somewhat skeptical about ordering a $20 pair of headphones, however upon opening the package and listening to them, I'm convinced that they are more than worth the price of admission. The setup was easy and the sound quality matches headphones I have paid 4x as much for. They also stay securely in place, something other similar headphones have not done for me. The packaging was very nice and the carrying case was more than I expected for the price.",B01G8JO5F2
These headphones were too big for me to even wear. I received them and had to give them to my b/f as soon as they got here.,B01G8JO5F2
Junk don't buy this ...as it is low quality. Item lasted all of two charges before it stopped working.,B01G8JO5F2
I love my senso Bluetooth headphones! They have been perfect for my daily running! The company is so awesome in their customer service. My headphones stopped charging and they offered to send me a new pair,B01G8JO5F2
"Buen producto, aún estando sin uso se le acaba la batería en menos de un mes.",B01G8JO5F2
"Altogether I have ordered about 5 sets of these earbuds.  They are of good quality at a fair price.  After a few years of usage, my first set began to have some static problems, so I ordered another set.  My new set doesn't seem to fit my ear as well.",B01G8JO5F2
I like everything but the 2 days it worked. Speakers are crackling when the bass hits.<br />Replace please!!,B01G8JO5F2
Great for traveling in the airport and on the plane.,B01G8JO5F2
"I really like these headphones. I love the fact that they are wireless and not bulky. I can easily carry them in my hand, pocket, or purse. I have had issues before with headphones that are not over the ear due to multiple earrings that I have but these were not uncomfortable. They hook over the ear to help keep them in place.",B01G8JO5F2
Product didn't work.,B01G8JO5F2
Horrible product. There is static way too often. I tend to return,B01G8JO5F2
"After using 3 month my headphone is turned off after pairing with any device, please advise to solve this problem.",B01G8JO5F2
i recentely purchased senso.to replace  wireless ones that my dog ate.. However I had ulko prior.Senso plugs do NOT STAY IN MY ear walking let alone running..You would think the flexability around the ear would be an advantage.IT IS NOT!<br />It is a major disadvantage and im very disatisfide.i will be giving this product a poor rating due this.,B01G8JO5F2
"I purchased these for my son for a Christmas present.  I had owned a couple of pairs over the past few years so I thought they were pretty good.  He finally started to use them about three weeks ago.  They stopped turning on after two weeks use.  But, it was more than a month since I had purchased them (before Christmas) so I could not do an Amazon return.  Very disappointed in these.  I guess I am done purchasing this product.  I was going to update this review to mention that the seller replaced the headphones and was very responsive.  That is great.  However, the replacement headphones after a month, melted down (literally) while charging overnight!",B01G8JO5F2
Sound quality of my Audio books.,B01G8JO5F2
"I had a GREAT headset off of Amazon over a year ago but they stopped charging. I will say I'm a  mega sweater and my last ones lasted longer than any Sony headphones, but they no longer were made and this was the closest option. The battery doesn't last too long, if I put my phone in my pant pockets it will disconnect as if its too far. Once its at 15% or 10% it gives a warning like every 30 seconds which is annoying. They do the job for short term workouts and work days",B01G8JO5F2
"Definitely not the best like they say. You get what you pay for, but for that low price they are ok. Mine didn’t last very long but I got my money worth out of them. Spend more money and get a better set of headphones.",B01G8JO5F2
Great.,B01G8JO5F2
"The sound is fine, the charging is fine. The only drawback I have seen is that the earpieces seem to fold over when it is in my pocket. I then have to straighten them out to use them. I like they are soft, but perhaps they are ""too soft"". This is my second pair of senson headphones so I do like them. The first set, also soft did not break but I needed a second pair so I could have them where I was working out and at home.",B01G8JO5F2
"I was excited to receive these headphones and looked forward to using them.  I put my iPhone in my pocket and listen to audiobooks on YouTube.<br /><br />The sound would keep cutting in and out. The tech guy at target and a genius at Apple told me that the metal in my artificial hip was interfering with the signal and there isn’t really an solution.  So, I’m sure the headphones are fine but I’m really disappointed that I can’t use them.",B01G8JO5F2
"I've had mine for two years when Amazon had it featured as a ""Lightening Deal"".  There are a lot of cheap AirPod knock-offs and most are not very good.  This isn't trying to be an AirPod, as there is a cable between the left and right earbuds but they are bluetooth (thus wireless) to the device.  But these ARE very good- they are durable, lightweight and sound great.  I am no audiophile but I wear them running, biking, mowing lawn and other physical activities and after two years are as good as knew.  My son was impressed that instead of paying 7x for a pair of AirPods he liked these and is happy with them for his Iphone (I use Android).  Mine came with extra ear tips, micro USB cable and a sturdy but lightweight carrying case.  Now it appears they also add a wire tie, cellphone card wallet and car mount- a nice bonus if you need them.  A great value for sure.",B01G8JO5F2
"Bought after getting tired of clotheslining myself with my normal corded headphones.<br /><br />Had to adjust the earbud size after first day; they do come with different earbud sizes and I'm glad they do, as the ones that came with were extraordinarily uncomfortable.<br /><br />Sound is good. The little wrap-around wire that holds the bud into your ear isn't the best. While I appreciate that you can change it's shape, when you're doing high-impact stuff they do tend to lose some grip and have to be readjusted.<br /><br />Honestly, my biggest complaint is that the ""handsfree"" controls are a bit non-intuitive: the + button is back, and the - button is in front. So it was an adjustment to want to change the volume or change a song...and then realize that the button that is most forward on the controls is actually the ""back a song"" or ""decrease volume"" control. Of all the quirks o this product, this is genuinely the one that I have the biggest quibble with. Even than, they're not bad. Certainly not bad for the price. I'd recommend tailoring your expectations accordingly, but def try them out.",B01G8JO5F2
"Very comfortable and convenient, sound is excellent, good base quality",B01G8JO5F2
Great for listening to music on my walks.,B01G8JO5F2
"I just got these today and I played a few songs, honestly they're great. The arch keeps the buds in my ear and the sound is clear and good quality. Even better is I simply love that the box came with a phone mount, caribiner clip, a stick on card holder for a phone, and what I love most is the case. It has mesh inside for the spare rubber buds (thank you!) And even the case itself. It's a nice carbon fiber finish with red accents. Awesome product so far!",B01G8JO5F2
"I really liked these headphones and used them for just over a year. I work from home and enjoyed using these to listen to music and seamlessly answer calls as well. The range was great, I could leave my phone in the office and walk at least 30-40 ft away without losing signal. I had switched the ear pieces to the foam pieces that came with it and after a month or so they were hurting my ears so I wanted to switch them. One ear piece came off fine, the other actually broke the headphone instead of coming off. You can see in the picture that it broke at the seem. I owned these approximately 15 months when this happen and since they didn't break from my own abuse, I sent Senso an email. They responded with a mere 5% discount code and advised it was out of the 1 year warranty. Had this been my fault I would understand not wanting to offer further assistance, but this appears to be a weakness in the product. While I enjoyed these headphones I will not be purchasing another pair.",B01G8JO5F2
These work great!  Had my first pair for work and lasted 2 years in a autobody shop. Used 5 days a week 8 hours a day!  Would recommend!,B01G8JO5F2
"There’s a lot of distractions every time I play a song, I didn’t like it it was my worst choice ever.",B01G8JO5F2
"LOVE the sound quality, easily adaptable to fit my ears, good battery life charge.",B01G8JO5F2
My husband loved these and said they were the most comfortable headphones he'd ever worn.  Unfortunately they quit working after only 5 weeks of gentle use during his dialysis treatments. So disappointed!,B01G8JO5F2
"is the 4 time that i buy this headphones,just great i love the sound of this product",B01G8JO5F2
"I love my headphones, I wear them everyday for work & to play my music & talk to my friends all 8hrs.",B01G8JO5F2
"I really liked these headphones and used them for just over a year. I work from home and enjoyed using these to listen to music and seamlessly answer calls as well. The range was great, I could leave my phone in the office and walk at least 30-40 ft away without losing signal. I had switched the ear pieces to the foam pieces that came with it and after a month or so they were hurting my ears so I wanted to switch them. One ear piece came off fine, the other actually broke the headphone instead of coming off. You can see in the picture that it broke at the seem. I owned these approximately 15 months when this happen and since they didn't break from my own abuse, I sent Senso an email. They responded with a mere 5% discount code and advised it was out of the 1 year warranty. Had this been my fault I would understand not wanting to offer further assistance, but this appears to be a weakness in the product. While I enjoyed these headphones I will not be purchasing another pair.",B01G8JO5F2
No warranty support. Do not buy these. I have had 2 and they both died before the warranty was up and there was no support from senso. Try Mpow!!,B01G8JO5F2
"compre unos auricularesen en mayo 2020  que se descompucieron y fueron remplasados, se descompusieron por segunda vez y se puso un reclamo a SENSO  para su garantia  y asta el presente despues de un ano no se me a remplasado",B01G8JO5F2
Noise cancelling is BS. Other than that they are good.,B01G8JO5F2
"Exactly what I was looking for!! Great value for the dollar, will buy again!!",B01G8JO5F2
"So I scored this product low because while the sound is amazing...it never fails after a year...one of the speakers go out. I have purchased these headphones three times (yes they are that good in terms of sound and noise cancellation) but once again, one side giving out. I purchased them mid January of 2019 so I guess it was time.",B01G8JO5F2
Amazing product and amazing customer service!,B01G8JO5F2
Quit working after about 1 week. Seemed decent until they quit working.,B01G8JO5F2
"I like how fast it connects every time I use it, and how I can adjust the earpiece. I just hope these will last longer to at least two years because I bought a pair last year in March, and it broke in August this year. Overall, I am happy with the product, I just hope the longevity is there. If it is, Senso will be my go to since I did spent 2 weeks considering what else to purchase besides Senso.",B01G8JO5F2
"I have had these headphones for two years now and finally have to retire them.<br /><br />Pros:<br />Good sound quality<br />Pairs easily<br />Lasts 2 years without an issue<br />Battery life has lasted, I got about 8 hours new and about 6 hours used<br />Comes with awesome accessories. Makes it worth the buy alone.<br /><br />Cons:<br />Improper fit- unless you have large ears, they will not fit properly for long runs. If you are weight lifting or walking you won't have a problem.<br />String (wire) length- slightly long so it will stick to your neck and pull on the ear when you turn you head.<br />Material quality- The wire is finally starting to fail. The sound in the left ear piece is intermittently transmitted through the wire, making the headphones too annoying to use.<br /><br />Overall a good buy for the price. Two years of use (5 days a week) for this price isn't bad. No buyer's remorse.",B01G8JO5F2
These headphones are my favorite right now,B01G8JO5F2
Don’t work,B01G8JO5F2
Purchased in feb abs one of the ears already stopped playing music. But the sound was good until now. May still buy another pair.,B01G8JO5F2
Works for the price.,B01G8JO5F2
This is a wonderful Bluetooth headphone I love it plus the charging is great 8 hours of battery life the sound is amazing. Good product it’s a must buy at a reasonable price I would give it 7 stars,B01G8JO5F2
This is the 3rd pair Ive purchased. My mom saw me wearing mine to cut grass and liked them. She said she’d love a pair for Mother’s Day. Very good quality for the price. 1st pair is over 3 years old. I lost them and bought another. The first pair got found and still wrk perfectly.,B01G8JO5F2
Great set of earbuds. Exactly what I was looking for.,B01G8JO5F2
don’t waste money on the BOSE or other expensive headplugs. these work just as GREAT. love them..,B01G8JO5F2
"Headphones will not charge, got as few. Hours out off them. I attempted to charge them after the battery was low and they will not charge.",B01G8JO5F2
Really great headphones for the gym! Good sound quality and they don't budge while I hop all around lol.,B01G8JO5F2
I’ve been using these for about a month. So far all is great. I use them while on the treadmill. They stay in and work great. Good price!,B01G8JO5F2
"""I had an earlier pair which I misplaced, so I bought a new one. The old pair had pauses at the beginning of playback. The new set has no pauses. Comfortable, work well. Come with a convenient case.""",B01G8JO5F2
"Unfortunately, this is the second pair of these headphones that I have owned in the last year and again they have began to falter. I understand paying for what you get, but I'm really disappointed in the lifespan quality of these headphones. I have had this specific pair for just about 8 months and the sound is beginning to go in and out from ear to ear. Not sure if I will buy again and might just end up spending money on better quality so I don't have to keep dealing with this problem.",B01G8JO5F2
Nice people at this company but buy the higher priced buds.,B01G8JO5F2
Excellent product.,B01G8JO5F2
Pretty bad sound quality. Bad fit. There are better options out there for this price.,B01G8JO5F2
"sound is clear , no echo , wire is practical , strong , i will buy another one",B01G8JO5F2
"Quality is so good and so easy to use, I bought a second one for my daughter because she wanted mine.",B01G8JO5F2
"I decided to try and get into the world of wireless earbuds and these things are amazing!! Like having mini Beats headphones. I saw that Beats actually made a similar product to this and I've heard it sounds just as good as Beats, perhaps even better! I can't recommend this product enough! If you're looking for wireless earbuds whether you work out or not, you should definitely give these a shot! (If only they made a wired version for in-ear monitors...)",B01G8JO5F2
Best wireless headphones I've owned. Wasn't about to pay hundreds for Beats by Dre and glad I didn't. These work well and sound good. Also double as hands free bluetooth for phone calls. Case and extra ear buds make this an excellent deal.,B01G8JO5F2
Really GREAT sound. Rich deep base and very comfortable to wear,B01G8JO5F2
"I ordered these to replace a set from mpow jaws.  It is advertised as light weight and comfortable.  I am glad the parts that go over each ear are flexible and comfortable.  I usually use them  with only one ear bud in, they often fall off because the weight of the other ear bud pulls the one inserted out.  I have found that sticking the unused earbud in my shirt over my shoulder will hold it in place better, but I think there should be a better solution.",B01G8JO5F2
